movie1,movie2,movie3,movie4,movie5,movie6,label
300,364,589,47,410,19,0
364,589,47,410,367,377,1
589,47,410,367,377,21,1
47,410,367,377,21,50,1
410,367,377,21,50,500,1
367,377,21,50,500,39,1
377,21,50,500,39,160,0
21,50,500,39,587,597,0
50,500,39,587,266,527,1
500,39,587,266,527,539,0
39,587,266,527,357,432,0
587,266,527,357,440,11,0
266,527,357,440,2,337,1
527,357,440,2,337,442,0
357,440,2,337,151,252,0
440,2,337,151,474,95,0
2,337,151,474,141,204,1
337,151,474,141,204,235,1
151,474,141,204,235,293,0
474,141,204,235,25,347,0
141,204,235,25,14,260,1
204,235,25,14,260,648,1
235,25,14,260,648,290,0
25,14,260,648,45,198,0
14,260,648,45,164,471,1
260,648,45,164,471,551,1
648,45,164,471,551,176,1
45,164,471,551,176,215,0
164,471,551,176,373,733,1
471,551,176,373,733,786,1
551,176,373,733,786,36,0
176,373,733,786,230,246,0
373,733,786,230,608,780,1
733,786,230,608,780,22,0
786,230,608,780,550,125,0
230,608,780,550,475,428,0
608,780,550,475,861,52,0
1537,903,1183,1193,2352,3257,0
903,1183,1193,2352,3176,3300,1
1183,1193,2352,3176,3300,3175,1
1193,2352,3176,3300,3175,3303,1
2352,3176,3300,3175,3303,3185,0
3176,3300,3175,3303,334,501,1
3300,3175,3303,334,501,1176,1
3175,3303,334,501,1176,1533,1
3303,334,501,1176,1533,2858,1
334,501,1176,1533,2858,290,1
501,1176,1533,2858,290,1280,1
1176,1533,2858,290,1280,1617,1
1533,2858,290,1280,1617,121,1
2858,290,1280,1617,121,306,1
290,1280,1617,121,306,714,0
1280,1617,121,306,2997,3260,1
1617,121,306,2997,3260,296,1
121,306,2997,3260,296,803,1
306,2997,3260,296,803,1635,1
2997,3260,296,803,1635,1719,1
3260,296,803,1635,1719,36,1
296,803,1635,1719,36,461,0
803,1635,1719,36,1912,2159,1
1635,1719,36,1912,2159,28,1
1719,36,1912,2159,28,85,1
36,1912,2159,28,85,556,1
1912,2159,28,85,556,1053,0
2159,28,85,556,535,994,1
28,85,556,535,994,1089,1
85,556,535,994,1089,2908,1
556,535,994,1089,2908,3006,1
535,994,1089,2908,3006,1860,0
994,1089,2908,3006,913,930,1
1089,2908,3006,913,930,1248,1
2908,3006,913,930,1248,1252,1
3006,913,930,1248,1252,1260,1
913,930,1248,1252,1260,1267,1
930,1248,1252,1260,1267,1284,1
1248,1252,1260,1267,1284,3435,1
1252,1260,1267,1284,3435,541,0
1260,1267,1284,3435,1179,2066,1
1267,1284,3435,1179,2066,2203,1
1284,3435,1179,2066,2203,2726,1
3435,1179,2066,2203,2726,2727,0
1179,2066,2203,2726,164,320,0
2066,2203,2726,164,942,1748,0
2203,2726,164,942,2940,2987,0
2726,164,942,2940,1214,1219,1
164,942,2940,1214,1219,1278,1
942,2940,1214,1219,1278,1387,1
2940,1214,1219,1278,1387,1258,0
1214,1219,1278,1387,1333,1345,0
1219,1278,1387,1333,2160,2488,1
1278,1387,1333,2160,2488,1982,1
1387,1333,2160,2488,1982,1997,1
1333,2160,2488,1982,1997,2256,0
2160,2488,1982,1997,3344,1321,0
2488,1982,1997,3344,1349,2455,1
1982,1997,3344,1349,2455,2716,0
1997,3344,1349,2455,1994,2747,1
3344,1349,2455,1994,2747,968,1
1349,2455,1994,2747,968,2118,0
2455,1994,2747,968,1407,2377,0
1994,2747,968,1407,3081,532,0
2747,968,1407,3081,2167,2428,0
968,1407,3081,2167,70,1339,1
1407,3081,2167,70,1339,1346,1
3081,2167,70,1339,1346,1717,0
2167,70,1339,1346,426,1332,1
70,1339,1346,426,1332,2901,0
1339,1346,426,1332,955,288,1
1346,426,1332,955,288,1769,0
426,1332,955,288,2683,2706,0
1332,955,288,2683,2707,2630,1
955,288,2683,2707,2630,2710,1
288,2683,2707,2630,2710,223,0
2683,2707,2630,2710,3203,233,1
2707,2630,2710,3203,233,2336,1
2630,2710,3203,233,2336,2575,1
2710,3203,233,2336,2575,2599,1
3203,233,2336,2575,2599,2605,0
233,2336,2575,2599,2318,2580,1
2336,2575,2599,2318,2580,2719,0
2575,2599,2318,2580,2690,785,0
2599,2318,2580,2690,2390,3160,1
2318,2580,2690,2390,3160,2581,0
2580,2690,2390,3160,2723,2734,1
2690,2390,3160,2723,2734,1959,0
2390,3160,2723,2734,2686,1513,0
3160,2723,2734,2686,2395,2485,0
2723,2734,2686,2395,2762,2070,1
2734,2686,2395,2762,2070,2702,1
2686,2395,2762,2070,2702,2840,0
2395,2762,2070,2702,2600,2925,1
2762,2070,2702,2600,2925,904,1
2070,2702,2600,2925,904,1104,1
2702,2600,2925,904,1104,2019,1
2600,2925,904,1104,2019,2351,1
2925,904,1104,2019,2351,899,1
904,1104,2019,2351,899,908,1
1104,2019,2351,899,908,910,1
2019,2351,899,908,910,926,1
2351,899,908,910,926,2731,1
899,908,910,926,2731,3365,1
908,910,926,2731,3365,969,1
910,926,2731,3365,969,1283,1
926,2731,3365,969,1283,1945,1
2731,3365,969,1283,1945,3475,1
3365,969,1283,1945,3475,949,1
969,1283,1945,3475,949,1237,1
1283,1945,3475,949,1237,1287,1
1945,3475,949,1237,1287,3035,1
3475,949,1237,1287,3035,915,1
949,1237,1287,3035,915,933,1
1237,1287,3035,915,933,1103,1
1287,3035,915,933,1103,2967,1
3035,915,933,1103,2967,900,1
915,933,1103,2967,900,948,1
933,1103,2967,900,948,1086,1
1103,2967,900,948,1086,3341,1
2967,900,948,1086,3341,356,0
900,948,1086,3341,199,2512,1
948,1086,3341,199,2512,111,1
1086,3341,199,2512,111,858,1
3341,199,2512,111,858,1221,1
199,2512,111,858,1221,1230,1
2512,111,858,1221,1230,3362,1
111,858,1221,1230,3362,3415,1
858,1221,1230,3362,3415,3473,1
1221,1230,3362,3415,3473,1206,1
1230,3362,3415,3473,1206,1208,1
3362,3415,3473,1206,1208,1244,1
3415,3473,1206,1208,1244,1964,1
3473,1206,1208,1244,1964,2303,0
1206,1208,1244,1964,3201,3359,1
1208,1244,1964,3201,3359,260,1
1244,1964,3201,3359,260,1234,1
1964,3201,3359,260,1234,2131,1
3201,3359,260,1234,2131,3204,1
3359,260,1234,2131,3204,3363,1
260,1234,2131,3204,3363,3471,0
1234,2131,3204,3363,1077,1080,1
2131,3204,3363,1077,1080,1235,0
3204,3363,1077,1080,1419,1953,1
3363,1077,1080,1419,1953,2819,1
1077,1080,1419,1953,2819,3503,1
1080,1419,1953,2819,3503,2932,1
1419,1953,2819,3503,2932,3135,1
1953,2819,3503,2932,3135,5060,0
2819,3503,2932,3135,1263,1954,1
3503,2932,3135,1263,1954,3152,1
2932,3135,1263,1954,3152,2074,1
3135,1263,1954,3152,2074,2730,0
1263,1954,3152,2074,3421,1073,0
1954,3152,2074,3421,1292,2866,1
3152,2074,3421,1292,2866,2971,1
2074,3421,1292,2866,2971,3445,1
3421,1292,2866,2971,3445,3508,1
1292,2866,2971,3445,3508,2014,0
2866,2971,3445,3508,2779,2991,0
2971,3445,3508,2779,2528,3167,1
3445,3508,2779,2528,3167,1380,1
3508,2779,2528,3167,1380,2177,0
2779,2528,3167,1380,2533,2524,0
2528,3167,1380,2533,3244,495,1
3167,1380,2533,3244,495,3181,1
1380,2533,3244,495,3181,3317,1
2533,3244,495,3181,3317,2912,1
3244,495,3181,3317,2912,2609,1
495,3181,3317,2912,2609,2725,0
3181,3317,2912,2609,2829,1240,1
3317,2912,2609,2829,1240,3224,1
2912,2609,2829,1240,3224,3246,1
2609,2829,1240,3224,3246,3374,1
2829,1240,3224,3246,3374,1428,0
1240,3224,3246,3374,1218,1224,0
3224,3246,3374,1218,2020,2972,1
3246,3374,1218,2020,2972,3019,1
3374,1218,2020,2972,3019,3067,1
1218,2020,2972,3019,3067,3091,1
2020,2972,3019,3067,3091,1196,0
2972,3019,3067,3091,1199,1217,1
3019,3067,3091,1199,1217,1228,1
3067,3091,1199,1217,1228,1295,0
3091,1199,1217,1228,1299,1300,0
1199,1217,1228,1299,2973,1198,1
1217,1228,1299,2973,1198,1394,1
1228,1299,2973,1198,1394,2248,0
1299,2973,1198,1394,2918,2919,0
2973,1198,1394,2918,3424,1197,0
1198,1394,2918,3424,1225,2076,1
1394,2918,3424,1225,2076,2859,0
2918,3424,1225,2076,2917,3210,0
3424,1225,2076,2917,1036,2065,1
1225,2076,2917,1036,2065,2130,1
2076,2917,1036,2065,2130,2915,0
2917,1036,2065,2130,1200,1222,0
1036,2065,2130,1200,1674,2349,1
2065,2130,1200,1674,2349,3090,1
2130,1200,1674,2349,3090,1185,1
1200,1674,2349,3090,1185,1273,1
1674,2349,3090,1185,1273,1289,1
2349,3090,1185,1273,1289,1307,1
3090,1185,1273,1289,1307,2068,1
1185,1273,1289,1307,2068,2245,0
1273,1289,1307,2068,1189,2194,1
1289,1307,2068,1189,2194,2243,0
1307,2068,1189,2194,2926,3361,1
2068,1189,2194,2926,3361,1079,1
1189,2194,2926,3361,1079,1186,1
2194,2926,3361,1079,1186,2474,1
2926,3361,1079,1186,2474,1097,1
3361,1079,1186,2474,1097,1960,1
1079,1186,2474,1097,1960,2022,1
1186,2474,1097,1960,2022,2174,1
2474,1097,1960,2022,2174,3018,1
1097,1960,2022,2174,3018,1210,0
1960,2022,2174,3018,2551,2968,0
2022,2174,3018,2551,3422,1124,0
2174,3018,2551,3422,1956,2114,0
3018,2551,3422,1956,2988,1374,0
2551,3422,1956,2988,2104,2463,0
3422,1956,2988,2104,2985,1150,1
1956,2988,2104,2985,1150,1227,1
2988,2104,2985,1150,1227,2369,1
2104,2985,1150,1227,2369,2797,0
2985,1150,1227,2369,2144,2344,1
1150,1227,2369,2144,2344,1173,1
1227,2369,2144,2344,1173,1220,0
2369,2144,2344,1173,2111,2262,0
2144,2344,1173,2111,1129,2100,1
2344,1173,2111,1129,2100,2407,0
1173,2111,1129,2100,2247,1958,1
2111,1129,2100,2247,1958,2003,0
1129,2100,2247,1958,3221,1127,0
2100,2247,1958,3221,1957,2745,0
2247,1958,3221,1957,2073,2312,0
1958,3221,1957,2073,2956,3448,0
3221,1957,2073,2956,1202,2145,0
1957,2073,2956,1202,2240,2290,1
2073,2956,1202,2240,2290,2641,0
2956,1202,2240,2290,3223,1101,0
1202,2240,2290,3223,3298,3408,1
2240,2290,3223,3298,3408,3452,0
2290,3223,3298,3408,759,1310,1
3223,3298,3408,759,1310,2677,1
3298,3408,759,1310,2677,3002,1
3408,759,1310,2677,3002,3007,0
759,1310,2677,3002,246,602,1
1310,2677,3002,246,602,162,1
2677,3002,246,602,162,549,1
3002,246,602,162,549,1649,0
246,602,162,549,2064,99,1
602,162,549,2064,99,108,1
162,549,2064,99,108,363,1
549,2064,99,108,363,1192,1
2064,99,108,363,1192,1050,1
99,108,363,1192,1050,77,1
108,363,1192,1050,77,206,1
363,1192,1050,77,206,1191,1
1192,1050,77,206,1191,1856,1
1050,77,206,1191,1856,912,1
77,206,1191,1856,912,2708,1
206,1191,1856,912,2708,25,1
1191,1856,912,2708,25,898,1
1856,912,2708,25,898,928,1
912,2708,25,898,928,945,1
2708,25,898,928,945,1247,1
25,898,928,945,1247,2935,1
898,928,945,1247,2935,17,0
928,945,1247,2935,1264,1265,1
945,1247,2935,1264,1265,123,0
1247,2935,1264,1265,866,920,1
2935,1264,1265,866,920,1188,1
1264,1265,866,920,1188,39,1
1265,866,920,1188,39,1211,1
866,920,1188,39,1211,2291,1
920,1188,39,1211,2291,902,1
1188,39,1211,2291,902,1296,1
39,1211,2291,902,1296,1680,1
1211,2291,902,1296,1680,3046,1
2291,902,1296,1680,3046,446,1
902,1296,1680,3046,446,2171,1
1296,1680,3046,446,2171,3531,1
1680,3046,446,2171,3531,1057,0
3046,446,2171,3531,1947,342,0
446,2171,3531,1947,534,914,1
2171,3531,1947,534,914,931,1
3531,1947,534,914,931,3516,0
1947,534,914,931,471,2570,0
534,914,931,471,302,509,1
914,931,471,302,509,708,0
931,471,302,509,1415,2633,1
471,302,509,1415,2633,163,1
302,509,1415,2633,163,440,1
509,1415,2633,163,440,1639,1
1415,2633,163,440,1639,3426,0
2633,163,440,1639,357,555,1
163,440,1639,357,555,215,1
440,1639,357,555,215,1475,1
1639,357,555,215,1475,1554,0
357,555,215,1475,539,605,0
555,215,1475,539,838,1569,0
215,1475,539,838,2671,2941,1
1475,539,838,2671,2941,1735,1
539,838,2671,2941,1735,597,0
838,2671,2941,1735,1549,207,1
2671,2941,1735,1549,207,301,1
2941,1735,1549,207,301,3004,0
1735,1549,207,301,3783,3566,0
1549,207,301,3783,3571,3578,1
207,301,3783,3571,3578,3787,0
301,3783,3571,3578,3556,3626,0
3783,3571,3578,3556,3744,3535,1
3571,3578,3556,3744,3535,3623,0
3578,3556,3744,3535,3580,3618,0
3556,3744,3535,3580,2959,3083,1
3744,3535,3580,2959,3083,3521,1
3535,3580,2959,3083,3521,3543,1
3580,2959,3083,3521,3543,1119,0
2959,3083,3521,3543,3147,3649,1
3083,3521,3543,3147,3649,261,1
3521,3543,3147,3649,261,1397,1
3543,3147,3649,261,1397,3183,0
3147,3649,261,1397,3637,2844,1
3649,261,1397,3637,2844,3079,0
261,1397,3637,2844,3115,3158,0
1397,3637,2844,3115,3655,253,0
3637,2844,3115,3655,835,2304,1
2844,3115,3655,835,2304,3559,0
3115,3655,835,2304,3586,193,1
3655,835,2304,3586,193,3577,0
835,2304,3586,193,3576,3627,0
2304,3586,193,3576,1484,1625,0
3586,193,3576,1484,1732,2413,0
193,3576,1484,1732,6184,319,0
3576,1484,1732,6184,1304,3494,0
1484,1732,6184,1304,3792,145,1
1732,6184,1304,3792,145,2949,1
6184,1304,3792,145,2949,3633,0
1304,3792,145,2949,3639,3771,1
3792,145,2949,3639,3771,1028,1
145,2949,3639,3771,1028,3819,1
2949,3639,3771,1028,3819,3608,1
3639,3771,1028,3819,3608,3812,0
3771,1028,3819,3608,2891,3552,0
1028,3819,3608,2891,3727,1130,0
3819,3608,2891,3727,3459,2717,0
3608,2891,3727,3459,2110,3706,1
2891,3727,3459,2110,3706,1261,1
3727,3459,2110,3706,1261,3104,1
3459,2110,3706,1261,3104,3703,1
2110,3706,1261,3104,3703,3197,0
3706,1261,3104,3703,2532,3702,1
1261,3104,3703,2532,3702,2530,1
3104,3703,2532,3702,2530,2531,1
3703,2532,3702,2530,2531,390,1
2532,3702,2530,2531,390,1201,1
3702,2530,2531,390,1201,2944,1
2530,2531,390,1201,2944,2947,1
2531,390,1201,2944,2947,2948,0
390,1201,2944,2947,2951,2993,0
1201,2944,2947,2951,2529,2057,1
2944,2947,2951,2529,2057,3168,1
2947,2951,2529,2057,3168,674,1
2951,2529,2057,3168,674,2135,1
2529,2057,3168,674,2135,952,1
2057,3168,674,2135,952,1254,1
3168,674,2135,952,1254,919,1
674,2135,952,1254,919,29,0
2135,952,1254,919,112,590,0
952,1254,919,112,2916,1377,0
1254,919,112,2916,1580,1676,1
919,112,2916,1580,1676,648,0
112,2916,1580,1676,2617,849,1
2916,1580,1676,2617,849,464,0
1580,1676,2617,849,1112,1233,1
1676,2617,849,1112,1233,2028,1
2617,849,1112,1233,2028,3265,1
849,1112,1233,2028,3265,457,0
1112,1233,2028,3265,1916,2571,1
1233,2028,3265,1916,2571,3418,1
2028,3265,1916,2571,3418,6,1
3265,1916,2571,3418,6,21,1
1916,2571,3418,6,21,377,1
2571,3418,6,21,377,110,0
3418,6,21,377,1573,1754,0
6,21,377,1573,1391,2540,0
21,377,1573,1391,3165,2616,0
377,1573,1391,3165,1690,2334,1
1573,1391,3165,1690,2334,2628,0
1391,3165,1690,2334,1320,1627,1
3165,1690,2334,1320,1627,2023,0
1690,2334,1320,1627,423,502,0
2334,1320,1627,423,1497,2892,0
1320,1627,423,1497,1885,2865,1
1627,423,1497,1885,2865,176,1
423,1497,1885,2865,176,649,0
1497,1885,2865,176,2593,735,1
1885,2865,176,2593,735,1904,1
2865,176,2593,735,1904,1966,1
176,2593,735,1904,1966,2289,1
2593,735,1904,1966,2289,1,1
735,1904,1966,2289,1,232,1
1904,1966,2289,1,232,235,1
1966,2289,1,232,235,1449,0
2289,1,232,235,1641,348,1
1,232,235,1641,348,1279,1
232,235,1641,348,1279,1845,1
235,1641,348,1279,1845,1236,1
1641,348,1279,1845,1236,1454,1
348,1279,1845,1236,1454,1585,0
1279,1845,1236,1454,1747,1809,1
1845,1236,1454,1747,1809,1914,0
1236,1454,1747,1809,2155,52,0
1454,1747,1809,2155,101,1500,1
1747,1809,2155,101,1500,2359,0
1809,2155,101,1500,562,728,1
2155,101,1500,562,728,1883,0
101,1500,562,728,125,3060,0
1500,562,728,125,441,1517,1
562,728,125,441,1517,1701,1
728,125,441,1517,1701,1060,1
125,441,1517,1701,1060,1171,0
441,1517,1701,1060,187,492,1
1517,1701,1060,187,492,1648,1
1701,1060,187,492,1648,1923,1
1060,187,492,1648,1923,322,1
187,492,1648,1923,322,1414,1
492,1648,1923,322,1414,1711,0
1648,1923,322,1414,1367,1910,0
1923,322,1414,1367,3261,205,1
322,1414,1367,3261,205,2539,1
1414,1367,3261,205,2539,372,0
1367,3261,205,2539,2500,1612,0
3261,205,2539,2500,1875,2424,0
205,2539,2500,1875,166,2724,0
2539,2500,1875,166,1413,1922,1
2500,1875,166,1413,1922,703,0
1875,166,1413,1922,1056,30,1
166,1413,1922,1056,30,34,1
1413,1922,1056,30,34,326,1
1922,1056,30,34,326,593,1
1056,30,34,326,593,1699,1
30,34,326,593,1699,307,1
34,326,593,1699,307,608,1
326,593,1699,307,608,1213,1
593,1699,307,608,1213,1594,1
1699,307,608,1213,1594,1759,1
307,608,1213,1594,1759,308,1
608,1213,1594,1759,308,1354,1
1213,1594,1759,308,1354,1041,1
1594,1759,308,1354,1041,1406,1
1759,308,1354,1041,1406,1437,1
308,1354,1041,1406,1437,412,1
1354,1041,1406,1437,412,650,0
1041,1406,1437,412,800,2966,1
1406,1437,412,800,2966,214,1
1437,412,800,2966,214,388,1
412,800,2966,214,388,2439,1
800,2966,214,388,2439,1704,0
2966,214,388,2439,45,194,1
214,388,2439,45,194,1358,1
388,2439,45,194,1358,1733,1
2439,45,194,1358,1733,16,1
45,194,1358,1733,16,299,0
194,1358,1733,16,2024,2890,0
1358,1733,16,2024,1611,1589,0
1733,16,2024,1611,3148,3386,0
16,2024,1611,3148,1051,1120,0
2024,1611,3148,1051,508,2166,0
1611,3148,1051,508,97,523,0
3148,1051,508,97,851,1653,1
1051,508,97,851,1653,2544,0
508,97,851,1653,1673,1271,0
97,851,1653,1673,1836,184,1
851,1653,1673,1836,184,568,0
1653,1673,1836,184,766,2165,1
1673,1836,184,766,2165,2435,1
1836,184,766,2165,2435,3272,1
184,766,2165,2435,3272,1190,1
766,2165,2435,3272,1190,2427,0
2165,2435,3272,1190,2682,346,1
2435,3272,1190,2682,346,1177,1
3272,1190,2682,346,1177,506,1
1190,2682,346,1177,506,1596,1
2682,346,1177,506,1596,2283,1
346,1177,506,1596,2283,53,1
1177,506,1596,2283,53,1061,0
506,1596,2283,53,526,369,1
1596,2283,53,526,369,1844,1
2283,53,526,369,1844,574,0
53,526,369,1844,175,1613,1
526,369,1844,175,1613,1351,0
369,1844,175,1613,781,1695,1
1844,175,1613,781,1695,848,0
175,1613,781,1695,481,2314,1
1613,781,1695,481,2314,3515,0
781,1695,481,2314,3539,3174,0
1695,481,2314,3539,3996,4024,0
481,2314,3539,3996,4034,3993,0
2314,3539,3996,4034,4021,3977,1
3539,3996,4034,4021,3977,3994,0
3996,4034,4021,3977,3998,4029,0
4034,4021,3977,3998,4017,4789,1
4021,3977,3998,4017,4789,4784,0
3977,3998,4017,4789,4765,4766,1
3998,4017,4789,4765,4766,4757,0
4017,4789,4765,4766,4745,4738,1
4789,4765,4766,4745,4738,4743,0
4765,4766,4745,4738,4720,4711,1
4766,4745,4738,4720,4711,4713,1
4745,4738,4720,4711,4713,4345,1
4738,4720,4711,4713,4345,4641,1
4720,4711,4713,4345,4641,4378,1
4711,4713,4345,4641,4378,4369,1
4713,4345,4641,4378,4369,4450,1
4345,4641,4378,4369,4450,4312,0
4641,4378,4369,4450,4640,4643,0
4378,4369,4450,4640,4390,190,0
4369,4450,4640,4390,909,4226,1
4450,4640,4390,909,4226,4422,1
4640,4390,909,4226,4422,4427,1
4390,909,4226,4422,4427,4432,1
909,4226,4422,4427,4432,924,1
4226,4422,4427,4432,924,2729,1
4422,4427,4432,924,2729,4419,1
4427,4432,924,2729,4419,1946,1
4432,924,2729,4419,1946,1955,1
924,2729,4419,1946,1955,947,1
2729,4419,1946,1955,947,3551,1
4419,1946,1955,947,3551,4426,1
1946,1955,947,3551,4426,4433,1
1955,947,3551,4426,4433,4424,1
947,3551,4426,4433,4424,4428,1
3551,4426,4433,4424,4428,4695,1
4426,4433,4424,4428,4695,4223,0
4433,4424,4428,4695,1948,4011,1
4424,4428,4695,1948,4011,4436,0
4428,4695,1948,4011,2346,4020,0
4695,1948,4011,2346,4056,4529,0
1948,4011,2346,4056,3732,2431,0
4011,2346,4056,3732,4437,4148,0
2346,4056,3732,4437,4725,4741,1
4056,3732,4437,4725,4741,4776,1
3732,4437,4725,4741,4776,4780,0
4437,4725,4741,4776,4773,599,1
4725,4741,4776,4773,599,923,1
4741,4776,4773,599,923,4235,1
4776,4773,599,923,4235,2936,1
4773,599,923,4235,2936,3683,1
599,923,4235,2936,3683,4232,0
923,4235,2936,3683,4855,1274,0
4235,2936,3683,4855,1344,4708,1
2936,3683,4855,1344,4708,4705,0
3683,4855,1344,4708,4799,4802,0
4855,1344,4708,4799,1285,1343,1
1344,4708,4799,1285,1343,3253,0
4708,4799,1285,1343,4605,4786,0
296,165,316,434,185,208,0
165,316,434,185,253,292,0
316,434,185,253,288,410,1
434,185,253,288,410,32,1
185,253,288,410,32,34,1
253,288,410,32,34,317,0
288,410,32,34,111,19,0
410,32,34,111,315,420,0
32,34,111,315,95,151,0
34,111,315,95,435,17,1
111,315,95,435,17,173,0
315,95,435,17,261,265,1
95,435,17,261,265,105,0
435,17,261,265,158,168,0
17,261,265,158,2,62,1
261,265,158,2,62,172,0
265,158,2,62,223,237,0
158,2,62,223,272,277,1
2,62,223,272,277,708,0
62,223,272,277,328,593,1
223,272,277,328,593,188,0
272,277,328,593,611,76,1
277,328,593,611,76,92,0
328,593,611,76,366,606,0
593,611,76,366,285,742,1
611,76,366,285,742,311,0
76,366,285,742,592,300,0
366,285,742,592,553,193,0
285,742,592,553,60,112,1
742,592,553,60,112,170,0
592,553,60,112,327,364,1
553,60,112,327,364,14,1
60,112,327,364,14,169,0
112,327,364,14,454,23,1
327,364,14,454,23,610,1
364,14,454,23,610,181,1
14,454,23,610,181,267,0
454,23,610,181,177,442,1
23,610,181,177,442,551,0
1588,3269,28,2759,986,900,0
3269,28,2759,986,2572,1367,0
28,2759,986,2572,56949,51662,0
2759,986,2572,56949,54190,2124,0
986,2572,56949,54190,940,37386,0
2572,56949,54190,940,2791,588,0
56949,54190,940,2791,72982,1032,0
54190,940,2791,72982,6787,7173,0
940,2791,72982,6787,4639,3599,1
2791,72982,6787,4639,3599,68554,0
72982,6787,4639,3599,26528,74282,1
6787,4639,3599,26528,74282,150,1
4639,3599,26528,74282,150,616,0
3599,26528,74282,150,1517,2683,1
26528,74282,150,1517,2683,63853,0
74282,150,1517,2683,3004,1270,1
150,1517,2683,3004,1270,2012,1
1517,2683,3004,1270,2012,2011,1
2683,3004,1270,2012,2011,2870,0
3004,1270,2012,2011,153,1377,1
1270,2012,2011,153,1377,3742,0
2012,2011,153,1377,595,51834,0
2011,153,1377,595,260,110,0
153,1377,595,260,1,780,0
1377,595,260,1,1210,380,0
595,260,1,1210,8368,40815,0
260,1,1210,8368,4993,7153,1
1,1210,8368,4993,7153,5952,1
1210,8368,4993,7153,5952,1197,1
8368,4993,7153,5952,1197,3000,0
4993,7153,5952,1197,76093,3114,0
7153,5952,1197,76093,54259,71160,0
5952,1197,76093,54259,6539,4306,0
1197,76093,54259,6539,1028,594,0
76093,54259,6539,1028,47610,36525,0
54259,6539,1028,47610,2797,56152,0
6539,1028,47610,2797,7247,2125,0
1028,47610,2797,7247,2617,42738,0
47610,2797,7247,2617,41566,6593,0
2797,7247,2617,41566,69844,58347,1
7247,2617,41566,69844,58347,7164,0
2617,41566,69844,58347,1073,919,0
41566,69844,58347,1073,46972,317,0
69844,58347,1073,46972,1848,65359,0
58347,1073,46972,1848,367,51024,0
1073,46972,1848,367,59501,6754,0
46972,1848,367,59501,53140,27036,0
1848,367,59501,53140,533,62970,0
914,2289,1244,7147,1093,531,0
2289,1244,7147,1093,296,356,1
1244,7147,1093,296,356,593,1
7147,1093,296,356,593,590,1
1093,296,356,593,590,527,1
296,356,593,590,527,4226,1
356,593,590,527,4226,2959,1
593,590,527,4226,2959,7084,1
590,527,4226,2959,7084,5995,1
527,4226,2959,7084,5995,2028,1
4226,2959,7084,5995,2028,1090,1
2959,7084,5995,2028,1090,7438,1
7084,5995,2028,1090,7438,7382,1
5995,2028,1090,7438,7382,4973,1
2028,1090,7438,7382,4973,7323,1
1090,7438,7382,4973,7323,27266,1
7438,7382,4973,7323,27266,4979,1
7382,4973,7323,27266,4979,7265,0
4973,7323,27266,4979,8873,4638,0
7323,27266,4979,8873,2677,7154,0
27266,4979,8873,2677,1913,1092,0
4979,8873,2677,1913,157,1269,1
8873,2677,1913,157,1269,50,1
2677,1913,157,1269,50,44694,1
1913,157,1269,50,44694,858,1
157,1269,50,44694,858,7115,1
1269,50,44694,858,7115,6874,1
50,44694,858,7115,6874,1955,1
44694,858,7115,6874,1955,910,1
858,7115,6874,1955,910,26810,1
7115,6874,1955,910,26810,1206,1
6874,1955,910,26810,1206,1258,1
1955,910,26810,1206,1258,1227,1
910,26810,1206,1258,1227,4008,0
26810,1206,1258,1227,282,4967,1
1206,1258,1227,282,4967,8961,1
1258,1227,282,4967,8961,1225,1
1227,282,4967,8961,1225,1411,1
282,4967,8961,1225,1411,1221,1
4967,8961,1225,1411,1221,912,1
8961,1225,1411,1221,912,48780,1
1225,1411,1221,912,48780,1201,1
1411,1221,912,48780,1201,2436,0
1221,912,48780,1201,1208,6898,1
912,48780,1201,1208,6898,3581,1
48780,1201,1208,6898,3581,4439,0
1201,1208,6898,3581,1222,7153,1
1208,6898,3581,1222,7153,3448,1
6898,3581,1222,7153,3448,5952,1
3581,1222,7153,3448,5952,6947,1
1222,7153,3448,5952,6947,33493,1
7153,3448,5952,6947,33493,1580,0
3448,5952,6947,33493,6377,1198,0
5952,6947,33493,6377,930,908,1
6947,33493,6377,930,908,924,1
33493,6377,930,908,924,4881,1
6377,930,908,924,4881,1732,1
930,908,924,4881,1732,8848,1
908,924,4881,1732,8848,3089,1
924,4881,1732,8848,3089,8154,1
4881,1732,8848,3089,8154,7234,1
1732,8848,3089,8154,7234,2324,1
8848,3089,8154,7234,2324,6140,1
3089,8154,7234,2324,6140,3681,1
8154,7234,2324,6140,3681,7067,1
7234,2324,6140,3681,7067,2951,1
2324,6140,3681,7067,2951,3808,1
6140,3681,7067,2951,3808,3992,0
3681,7067,2951,3808,7143,2421,0
7067,2951,3808,7143,31658,1282,1
2951,3808,7143,31658,1282,37729,1
3808,7143,31658,1282,37729,8360,1
7143,31658,1282,37729,8360,223,1
31658,1282,37729,8360,223,5816,1
1282,37729,8360,223,5816,40815,0
37729,8360,223,5816,8368,4896,1
8360,223,5816,8368,4896,1307,1
223,5816,8368,4896,1307,1701,1
5816,8368,4896,1307,1701,2692,1
8368,4896,1307,1701,2692,1280,1
4896,1307,1701,2692,1280,1184,1
1307,1701,2692,1280,1184,8933,1
1701,2692,1280,1184,8933,6954,1
2692,1280,1184,8933,6954,2858,1
1280,1184,8933,6954,2858,3578,0
1184,8933,6954,2858,4995,6111,0
